date,symbole,interval,rv,n_barres,vol_annualisee_%
2026-06-23,GC=F,5m,0.0002581060464,275,25.503475
2026-06-23,GOOGL,5m,0.0001755320261,77,21.03189734
2026-06-23,HG=F,5m,0.0002275029008,274,23.94383658
2026-06-23,JPM,5m,7.930549818e-05,77,14.13682621
2026-06-23,KC=F,5m,0.002266440363,110,75.57400157
2026-06-23,KO,5m,6.193474357e-05,77,12.4930202
2026-06-23,MC.PA,5m,0.0002419405378,101,24.69190465
2026-06-23,META,5m,0.0002222537954,77,23.66600018
2026-06-23,MSFT,5m,0.0002975470991,77,27.38281742
2026-06-23,NG=F,5m,0.0005428279926,273,36.98549096
2026-06-23,NVDA,5m,0.000204436018,77,22.69754977
2026-06-23,NZDUSD=X,5m,2.330838246e-05,287,7.664014862
2026-06-23,PG,5m,9.172283831e-05,77,15.20334018
2026-06-23,SAN.PA,5m,0.0001747212457,101,20.98326808
2026-06-23,SAP.DE,5m,0.0003507507748,101,29.73032043
2026-06-23,SI=F,5m,0.0009623763645,275,49.24620227
2026-06-23,SIE.DE,5m,0.0002675615392,101,25.96642214
2026-06-23,SOLUSDT,5m,0.001047751119,287,51.38416896
2026-06-23,TSLA,5m,0.0003005989438,77,27.52288754
2026-06-23,TTE.PA,5m,8.092819031e-05,101,14.28072266
2026-06-23,UNH,5m,0.0001583230908,77,19.97433826
2026-06-23,USDCAD=X,5m,7.739358242e-06,287,4.416240796
2026-06-23,USDCHF=X,5m,1.548176956e-05,287,6.246123541
2026-06-23,USDJPY=X,5m,6.168642936e-06,287,3.94271229
2026-06-23,V,5m,0.0001059193824,77,16.3375899
2026-06-23,XOM,5m,7.73309132e-05,77,13.95972425
2026-06-23,XRPUSDT,5m,0.0005474614078,287,37.14300402
2026-06-23,ZW=F,5m,0.0002237264064,208,23.74427393
2026-06-23,^FCHI,5m,3.757513533e-05,101,9.730844826
2026-06-23,^GDAXI,5m,3.900657876e-05,101,9.914463096
2026-06-23,^GSPC,5m,3.939905542e-05,77,9.964216961
2026-06-23,^HSI,5m,8.236531022e-05,69,14.40696296
2026-06-23,^KS11,5m,0.001162165213,71,54.11706142
2026-06-23,^N225,5m,0.0002315260545,67,24.15461979
2026-06-23,^NDX,5m,0.0001032249244,77,16.12844721
2026-06-23,^STOXX50E,5m,3.632365971e-05,101,9.56742507
2026-06-24,005930.KS,5m,0.004028047746,71,100.7505847
2026-06-24,0700.HK,5m,0.0008246845081,66,45.58733333
2026-06-24,2330.TW,5m,0.0002093668845,52,22.96964407
2026-06-24,6758.T,5m,0.0003522829421,64,29.79518441
2026-06-24,7203.T,5m,9.323914371e-05,64,15.32849119
2026-06-24,9984.T,5m,0.0008000514984,64,44.90133379
2026-06-24,9988.HK,5m,0.0007491640252,66,43.44989463
2026-06-24,AAPL,5m,0.0001901883912,77,21.89234446
2026-06-24,AIR.PA,5m,0.0002290643849,101,24.02586627
2026-06-24,AMZN,5m,0.000231176188,77,24.13636248
2026-06-24,ASML.AS,5m,0.000534357118,101,36.69577547
2026-06-24,AUDUSD=X,5m,2.542593273e-05,287,8.004583092
2026-06-24,BNBUSDT,5m,0.0007502557663,287,43.48154242
2026-06-24,BNP.PA,5m,0.0001316734478,101,18.21584718
2026-06-24,BTCUSDT,5m,0.0007078882918,287,42.23598579
2026-06-24,BZ=F,5m,0.0006266802408,248,39.73957985
2026-06-24,CC=F,5m,0.003151468502,104,89.11621976
2026-06-24,CL=F,5m,0.0006416312762,275,40.21082958
2026-06-24,COST,5m,0.0001108707465,77,16.71509142
2026-06-24,ETHUSDT,5m,0.001302736356,287,57.29655851
2026-06-24,EURUSD=X,5m,1.579207073e-05,287,6.308408536
2026-06-24,GBPUSD=X,5m,1.834566425e-05,287,6.799343638
2026-06-24,GC=F,5m,0.0004166532644,275,32.40318235
2026-06-24,GOOGL,5m,0.0002452807102,77,24.86176562
2026-06-24,HG=F,5m,0.0003314409809,275,28.90036802
2026-06-24,JPM,5m,0.0001175152014,77,17.20866955
2026-06-24,KC=F,5m,0.003938891613,110,99.62934741
2026-06-24,KO,5m,0.000132372124,77,18.26411105
2026-06-24,MC.PA,5m,0.000210510476,101,23.03229036
2026-06-24,META,5m,0.0002667715368,77,25.92805956
2026-06-24,MSFT,5m,0.0003103188309,77,27.96432466
2026-06-24,NG=F,5m,0.0004295337285,275,32.9002279
2026-06-24,NVDA,5m,0.0002690839591,77,26.04019157
2026-06-24,NZDUSD=X,5m,4.634475655e-05,287,10.80688607
2026-06-24,PG,5m,0.0001345410236,77,18.41313063
2026-06-24,SAN.PA,5m,0.000195686275,101,22.20651736
2026-06-24,SAP.DE,5m,0.0004334718273,101,33.05070354
2026-06-24,SI=F,5m,0.001823276104,275,67.78389029
2026-06-24,SIE.DE,5m,0.0001894499337,101,21.84980167
2026-06-24,SOLUSDT,5m,0.001647604494,287,64.43573019
2026-06-24,TSLA,5m,0.0003601996555,77,30.12811199
2026-06-24,TTE.PA,5m,0.0001122378332,101,16.81782803
2026-06-24,UNH,5m,0.0003353946554,77,29.07222956
2026-06-24,USDCAD=X,5m,9.130426344e-06,287,4.796735805
2026-06-24,USDCHF=X,5m,1.80040927e-05,287,6.735748927
2026-06-24,USDJPY=X,5m,2.615408826e-06,287,2.567261233
2026-06-24,V,5m,0.0001737474407,77,20.92471148
2026-06-24,XOM,5m,0.0001823351498,77,21.43559137
2026-06-24,XRPUSDT,5m,0.000975298144,287,49.57571303
2026-06-24,ZW=F,5m,0.0002257200374,208,23.84983216
2026-06-24,^FCHI,5m,3.125272017e-05,101,8.874505892
2026-06-24,^GDAXI,5m,4.780877911e-05,101,10.9762527
2026-06-24,^GSPC,5m,5.90052468e-05,77,12.19398302
2026-06-24,^HSI,5m,0.0001076095516,69,16.46742451
2026-06-24,^KS11,5m,0.00259400589,71,80.8510658
2026-06-24,^N225,5m,0.0003400117377,67,29.27165146
2026-06-24,^NDX,5m,0.0001635387925,77,20.30068366
2026-06-24,^STOXX50E,5m,3.845532742e-05,101,9.844156902
2026-06-25,005930.KS,5m,0.0007476921974,71,43.40719223
2026-06-25,0700.HK,5m,0.0003206534885,66,28.42616385
2026-06-25,2330.TW,5m,0.000246238915,52,24.91028032
2026-06-25,6758.T,5m,0.0002467553088,64,24.93638663
2026-06-25,7203.T,5m,9.596123166e-05,64,15.55063676
2026-06-25,9984.T,5m,0.001622673968,65,63.94637127
2026-06-25,9988.HK,5m,0.000346782383,66,29.56165769
2026-06-25,AAPL,5m,0.0009508760839,77,48.95107487
2026-06-25,AIR.PA,5m,0.0001303839152,101,18.12643005
2026-06-25,AMZN,5m,0.0004100248919,77,32.1444043
2026-06-25,ASML.AS,5m,0.0009282507448,101,48.36519282
2026-06-25,AUDUSD=X,5m,3.183717074e-05,287,8.957101667
2026-06-25,BNBUSDT,5m,0.001190592988,287,54.77494254
2026-06-25,BNP.PA,5m,8.929436468e-05,101,15.00072662
2026-06-25,BTCUSDT,5m,0.001488651906,287,61.24869635
2026-06-25,BZ=F,5m,0.0006064724868,257,39.09361414
2026-06-25,CC=F,5m,0.00223328598,104,75.019202
2026-06-25,CL=F,5m,0.0006600215216,275,40.78301404
2026-06-25,COST,5m,0.000206075919,77,22.7884031
2026-06-25,ETHUSDT,5m,0.001907146653,287,69.32538904
2026-06-25,EURUSD=X,5m,1.493919246e-05,287,6.135695966
2026-06-25,GBPUSD=X,5m,1.647683441e-05,287,6.443727393
2026-06-25,GC=F,5m,0.0003814948936,275,31.00592092
2026-06-25,GOOGL,5m,0.0002911089064,77,27.08494866
2026-06-25,HG=F,5m,0.0004144543058,275,32.31756257
2026-06-25,JPM,5m,0.0001642231527,77,20.34311542
2026-06-25,KC=F,5m,0.005407091469,110,116.7299041
2026-06-25,KO,5m,0.0001044263797,77,16.22203677
2026-06-25,MC.PA,5m,0.000284762598,101,26.78808965
2026-06-25,META,5m,0.0003746272272,77,30.72556936
2026-06-25,MSFT,5m,0.0004483908291,77,33.6146529
2026-06-25,NG=F,5m,0.0008516572435,274,46.32684161
2026-06-25,NVDA,5m,0.0006630321953,77,40.87592362
2026-06-25,NZDUSD=X,5m,4.5892544e-05,287,10.75403231
2026-06-25,PG,5m,0.0002571508089,77,25.45623771
2026-06-25,SAN.PA,5m,0.0001347457882,101,18.42713723
2026-06-25,SAP.DE,5m,0.0003232224612,101,28.53980733
2026-06-25,SI=F,5m,0.001722972262,275,65.89302013
2026-06-25,SIE.DE,5m,0.0002313781655,101,24.14690409
2026-06-25,SOLUSDT,5m,0.002917338876,287,85.74201984
2026-06-25,TSLA,5m,0.0004900745073,77,35.14239261
2026-06-25,TTE.PA,5m,0.0001053032344,101,16.29000155
2026-06-25,UNH,5m,0.0002010461785,77,22.50858436
2026-06-25,USDCAD=X,5m,1.330776498e-05,287,5.790990221
2026-06-25,USDCHF=X,5m,2.49083635e-05,287,7.922693735
2026-06-25,USDJPY=X,5m,4.766526459e-06,287,3.46578226
2026-06-25,V,5m,0.0002146131826,77,23.25564921
2026-06-25,XOM,5m,0.000137722099,77,18.62953809
2026-06-25,XRPUSDT,5m,0.001905702558,287,69.29913741
2026-06-25,ZW=F,5m,0.0002041622562,206,22.68234745
2026-06-25,^FCHI,5m,2.855441123e-05,101,8.482754052
2026-06-25,^GDAXI,5m,6.996641452e-05,101,13.27837959
2026-06-25,^GSPC,5m,0.0001377237052,77,18.62964673
2026-06-25,^HSI,5m,0.0001093966169,69,16.60359824
2026-06-25,^KS11,5m,0.0005145476062,71,36.00916505
2026-06-25,^N225,5m,0.0001167721479,67,17.15417771
2026-06-25,^NDX,5m,0.0004283763771,77,32.85587421
2026-06-25,^STOXX50E,5m,4.867069948e-05,101,11.07475339
2026-06-26,005930.KS,5m,0.002375910555,66,77.37761046
2026-06-26,0700.HK,5m,0.0003057388558,66,27.75719576
2026-06-26,2330.TW,5m,0.0002816264237,52,26.64016869
2026-06-26,6758.T,5m,0.0002240900268,64,23.76356176
2026-06-26,7203.T,5m,0.0001216020707,64,17.50534827
2026-06-26,9984.T,5m,0.001143344951,62,53.67708334
2026-06-26,9988.HK,5m,0.0002956417396,66,27.29500291
2026-06-26,AAPL,5m,0.0007252369052,77,42.75040352
2026-06-26,AIR.PA,5m,0.0001402123753,101,18.79721218
2026-06-26,AMZN,5m,0.0008878594064,77,47.30122307
2026-06-26,ASML.AS,5m,0.0004900266797,101,35.14067775
2026-06-26,AUDUSD=X,5m,2.237335069e-05,257,7.50871785
2026-06-26,BNBUSDT,5m,0.0009560785954,287,49.08480478
2026-06-26,BNP.PA,5m,0.0001156021526,101,17.06802345
2026-06-26,BTCUSDT,5m,0.001163689098,287,54.15253019
2026-06-26,BZ=F,5m,0.0008340078661,246,45.84429978
2026-06-26,CC=F,5m,0.001969231034,104,70.44474576
2026-06-26,CL=F,5m,0.001005287473,251,50.33214114
2026-06-26,COST,5m,8.709549677e-05,77,14.81487941
2026-06-26,ETHUSDT,5m,0.002075286417,287,72.31681527
2026-06-26,EURUSD=X,5m,1.658043174e-05,257,6.463952969
2026-06-26,GBPUSD=X,5m,1.405545765e-05,257,5.951449679
2026-06-26,GC=F,5m,0.0001966185164,251,22.25934998
2026-06-26,GOOGL,5m,0.0004876303484,77,35.05464988
2026-06-26,HG=F,5m,0.0002228381929,251,23.69709362
2026-06-26,JPM,5m,0.0001801924152,77,21.30926762
2026-06-26,KC=F,5m,0.002666814969,110,81.97788557
2026-06-26,KO,5m,0.0001087315042,77,16.55304777
2026-06-26,MC.PA,5m,0.0001425958726,101,18.95630763
2026-06-26,META,5m,0.0001712864122,77,20.77598996
2026-06-26,MSFT,5m,0.0006578213384,77,40.71498217
2026-06-26,NG=F,5m,0.0008491472901,251,46.25852539
2026-06-26,NVDA,5m,0.0003889484055,77,31.30734709
2026-06-26,NZDUSD=X,5m,1.913961439e-05,257,6.944913842
2026-06-26,PG,5m,0.0001002048163,77,15.89075634
2026-06-26,SAN.PA,5m,0.0001648187945,101,20.37997454
2026-06-26,SAP.DE,5m,0.0004002943364,101,31.7606947
2026-06-26,SI=F,5m,0.001557878807,246,62.65664046
2026-06-26,SIE.DE,5m,0.0002563781242,101,25.41796359
2026-06-26,SOLUSDT,5m,0.003081402424,287,88.11999835
2026-06-26,TSLA,5m,0.0004400924959,77,33.30214842
2026-06-26,TTE.PA,5m,0.0001258885133,101,17.81120584
2026-06-26,UNH,5m,0.0001307357443,77,18.15086983
2026-06-26,USDCAD=X,5m,1.452225072e-05,253,6.049468722
2026-06-26,USDCHF=X,5m,1.81765938e-05,251,6.767940335
2026-06-26,USDJPY=X,5m,3.697923246e-06,253,3.052665488
2026-06-26,V,5m,0.0001616384984,77,20.18239372
2026-06-26,XOM,5m,0.0001478479452,77,19.30224914
2026-06-26,XRPUSDT,5m,0.001537960985,287,62.25481252
2026-06-26,ZW=F,5m,0.0002149551965,206,23.27417228
2026-06-26,^FCHI,5m,3.370325156e-05,101,9.215866423
2026-06-26,^GDAXI,5m,4.756909809e-05,101,10.94870436
2026-06-26,^GSPC,5m,6.404009747e-05,77,12.70358397
2026-06-26,^HSI,5m,9.100531102e-05,69,15.14375725
2026-06-26,^KS11,5m,0.00147747737,71,61.01838225
2026-06-26,^N225,5m,0.0003478978923,67,29.60916562
2026-06-26,^NDX,5m,0.0001832514185,77,21.48938284
2026-06-26,^STOXX50E,5m,5.149625163e-05,101,11.39168794
2026-06-27,BNBUSDT,5m,0.0002204662375,287,23.57063679
2026-06-27,BTCUSDT,5m,0.0002116698724,287,23.09562899
2026-06-27,ETHUSDT,5m,0.000408884621,287,32.09967671
2026-06-27,SOLUSDT,5m,0.0007326329983,287,42.96783862
2026-06-27,XRPUSDT,5m,0.0004456937941,287,33.51340569
2026-06-28,BNBUSDT,5m,0.0004008187326,287,31.78149156
2026-06-28,BTCUSDT,5m,0.0003893440204,287,31.32326502
2026-06-28,ETHUSDT,5m,0.0006496448234,287,40.46115365
2026-06-28,SOLUSDT,5m,0.001294086837,287,57.10603147
2026-06-28,XRPUSDT,5m,0.0006804592378,287,41.40962786
2026-06-29,005930.KS,5m,0.0016830858,71,65.12584905
2026-06-29,0700.HK,5m,0.0005004400146,66,35.51209423
2026-06-29,2330.TW,5m,0.000265009004,53,25.84226558
2026-06-29,6758.T,5m,0.0002319153719,65,24.17491959
2026-06-29,7203.T,5m,0.0001663229941,65,20.47276105
2026-06-29,9984.T,5m,0.001299117844,65,57.21692902
2026-06-29,9988.HK,5m,0.000476862789,66,34.66546161
2026-06-29,AAPL,5m,0.0002067591099,77,22.82614634
2026-06-29,AIR.PA,5m,9.818317356e-05,101,15.72964073
2026-06-29,AMZN,5m,0.0004556211522,77,33.88458799
2026-06-29,ASML.AS,5m,0.000642881117,101,40.2499741
2026-06-29,AUDUSD=X,5m,1.243874948e-05,287,5.598718486
2026-06-29,BNBUSDT,5m,0.000678471469,287,41.34910037
2026-06-29,BNP.PA,5m,8.259165923e-05,101,14.42674535
2026-06-29,BTCUSDT,5m,0.0008393212905,287,45.99010385
2026-06-29,BZ=F,5m,0.0003548894999,265,29.90520924
2026-06-29,CC=F,5m,0.001537628073,104,62.24807422
2026-06-29,CL=F,5m,0.0004276730406,275,32.82889067
2026-06-29,COST,5m,0.0002349547915,77,24.33281888
2026-06-29,ETHUSDT,5m,0.001354050645,287,58.41410468
2026-06-29,EURUSD=X,5m,7.173757571e-06,287,4.251807742
2026-06-29,GBPUSD=X,5m,8.173652742e-06,287,4.538458429
2026-06-29,GC=F,5m,0.0001590732777,275,20.02160483
2026-06-29,GOOGL,5m,0.0002160710484,77,23.33450325
2026-06-29,HG=F,5m,0.0001520790801,275,19.5764982
2026-06-29,JPM,5m,5.673428048e-05,77,11.95702249
2026-06-29,KC=F,5m,0.002443935726,110,78.47750014
2026-06-29,KO,5m,6.721203199e-05,77,13.01438898
2026-06-29,MC.PA,5m,0.0001323674222,101,18.26378668
2026-06-29,META,5m,0.0002135677631,77,23.19893883
2026-06-29,MSFT,5m,0.0002592352169,77,25.55920082
2026-06-29,NG=F,5m,0.0005194628191,271,36.18074494
2026-06-29,NVDA,5m,0.0004152186203,77,32.34734801
2026-06-29,NZDUSD=X,5m,1.191291672e-05,287,5.479101215
2026-06-29,PG,5m,9.877617183e-05,77,15.77707048
2026-06-29,SAN.PA,5m,0.0001147090223,101,17.00196272
2026-06-29,SAP.DE,5m,0.000302154257,101,27.59399804
2026-06-29,SI=F,5m,0.0007754896125,275,44.20671695
2026-06-29,SIE.DE,5m,0.0001259464022,101,17.81530054
2026-06-29,SOLUSDT,5m,0.002689230962,287,82.32169838
2026-06-29,TSLA,5m,0.0006409152565,77,40.18838696
2026-06-29,TTE.PA,5m,8.43213694e-05,101,14.57703162
2026-06-29,UNH,5m,0.0001615718238,77,20.17823074
2026-06-29,USDCAD=X,5m,9.604024173e-06,287,4.919567147
2026-06-29,USDCHF=X,5m,8.787109998e-06,287,4.705689874
2026-06-29,USDJPY=X,5m,1.504953194e-06,287,1.9474296
2026-06-29,V,5m,0.0001084849259,77,16.53426785
2026-06-29,XOM,5m,0.000101198464,77,15.96934968
2026-06-29,XRPUSDT,5m,0.001097225639,287,52.58334916
2026-06-29,ZW=F,5m,0.0002096561496,206,22.98550624
2026-06-29,^FCHI,5m,2.285745417e-05,101,7.589518067
2026-06-29,^GDAXI,5m,3.062269365e-05,101,8.784599479
2026-06-29,^GSPC,5m,5.463093343e-05,77,11.73328395
2026-06-29,^HSI,5m,0.0001200134233,69,17.39062468
2026-06-29,^KS11,5m,0.001156303801,71,53.98041848
2026-06-29,^N225,5m,0.0003266619084,67,28.69125318
2026-06-29,^NDX,5m,0.0001698442001,77,20.68833933
2026-06-29,^STOXX50E,5m,2.778603222e-05,101,8.367843282
2026-06-30,005930.KS,5m,0.001481001467,71,61.09110981
2026-06-30,0700.HK,5m,0.0005593549768,66,37.54430105
2026-06-30,2330.TW,5m,0.0002118019555,52,23.10283376
2026-06-30,6758.T,5m,0.0001215684389,64,17.50292736
2026-06-30,7203.T,5m,8.310287141e-05,64,14.47132461
2026-06-30,9984.T,5m,0.001423542014,64,59.89428916
2026-06-30,9988.HK,5m,0.0005186101597,66,36.15103875
2026-06-30,AAPL,5m,0.0001790845013,77,21.24365654
2026-06-30,AIR.PA,5m,0.0002284223034,101,23.99216965
2026-06-30,AMZN,5m,0.0002424575558,77,24.71827341
2026-06-30,ASML.AS,5m,0.0003766707857,101,30.80925802
2026-06-30,AUDUSD=X,5m,1.848834947e-05,287,6.825733708
2026-06-30,BNBUSDT,5m,0.0003353760053,287,29.07142125
2026-06-30,BNP.PA,5m,7.1973823e-05,101,13.46751774
2026-06-30,BTCUSDT,5m,0.0004938777983,287,35.27849276
2026-06-30,BZ=F,5m,0.0003925854221,257,31.45338239
2026-06-30,CC=F,5m,0.00184615377,104,68.20782581
2026-06-30,CL=F,5m,0.0004488944123,275,33.63352374
2026-06-30,COST,5m,6.50205494e-05,77,12.80046032
2026-06-30,ETHUSDT,5m,0.000658315455,287,40.73027064
2026-06-30,EURUSD=X,5m,1.419340364e-05,287,5.980583347
2026-06-30,GBPUSD=X,5m,1.444169888e-05,287,6.032667833
2026-06-30,GC=F,5m,0.0002861661978,275,26.85402797
2026-06-30,GOOGL,5m,0.0001288509909,77,18.01955873
2026-06-30,HG=F,5m,0.000324594764,272,28.60032876
2026-06-30,JPM,5m,7.419122339e-05,77,13.67340056
2026-06-30,KC=F,5m,0.005892215667,109,121.8539432
2026-06-30,KO,5m,7.327266086e-05,77,13.58849165
2026-06-30,MC.PA,5m,0.0002526587434,101,25.23291567
2026-06-30,META,5m,0.0001399847665,77,18.78194909
2026-06-30,MSFT,5m,0.0001475616405,77,19.28355087
2026-06-30,NG=F,5m,0.0008215325477,274,45.50013209
2026-06-30,NVDA,5m,0.000265314962,77,25.85717897
2026-06-30,NZDUSD=X,5m,1.946604387e-05,287,7.003886817
2026-06-30,PG,5m,0.0001141744748,77,16.96230163
2026-06-30,SAN.PA,5m,0.0001457297595,101,19.16348074
2026-06-30,SAP.DE,5m,0.0002522969842,101,25.21484484
2026-06-30,SI=F,5m,0.001828469307,275,67.88035544
2026-06-30,SIE.DE,5m,0.000247145073,101,24.95607309
2026-06-30,SOLUSDT,5m,0.001239212439,287,55.88215589
2026-06-30,TSLA,5m,0.0003152361764,77,28.18501667
2026-06-30,TTE.PA,5m,8.603072706e-05,101,14.72404266
2026-06-30,UNH,5m,9.723337144e-05,77,15.65337331
2026-06-30,USDCAD=X,5m,1.022059324e-05,287,5.075026598
2026-06-30,USDCHF=X,5m,1.711076452e-05,287,6.566515559
2026-06-30,USDJPY=X,5m,1.489353379e-05,287,6.126312524
2026-06-30,V,5m,0.0001100309742,77,16.65166823
2026-06-30,XOM,5m,0.0001005596345,77,15.91886551
2026-06-30,XRPUSDT,5m,0.0006232856634,287,39.63180379
2026-06-30,ZW=F,5m,0.0008145188083,210,45.3054897
2026-06-30,^FCHI,5m,3.639928823e-05,101,9.577379931
2026-06-30,^GDAXI,5m,3.738635078e-05,101,9.706369247
2026-06-30,^GSPC,5m,1.889759016e-05,77,6.900864236
2026-06-30,^HSI,5m,9.146506169e-05,69,15.18196152
2026-06-30,^KS11,5m,0.0007436303639,71,43.28912701
2026-06-30,^N225,5m,0.0001904196706,67,21.90565155
2026-06-30,^NDX,5m,4.576139126e-05,77,10.73865476
2026-06-30,^STOXX50E,5m,3.171515469e-05,101,8.939921131
2026-07-01,005930.KS,5m,0.001271460816,71,56.60460456
2026-07-01,2330.TW,5m,0.0001292260234,52,18.04576346
2026-07-01,6758.T,5m,0.0003103284435,64,27.96475778
2026-07-01,7203.T,5m,7.619702095e-05,64,13.85700158
2026-07-01,9984.T,5m,0.00103734309,64,51.12831492
2026-07-01,AAPL,5m,0.0001814111162,77,21.381207
2026-07-01,AIR.PA,5m,0.0002235977184,101,23.73744406
2026-07-01,AMZN,5m,0.0003934008237,77,31.48602985
2026-07-01,ASML.AS,5m,0.0009985963264,101,50.16435729
2026-07-01,AUDUSD=X,5m,1.860788589e-05,287,6.847764046
2026-07-01,BNBUSDT,5m,0.000529928785,287,36.54340622
2026-07-01,BNP.PA,5m,9.611021368e-05,101,15.56270344
2026-07-01,BTCUSDT,5m,0.0006734778547,287,41.1966527
2026-07-01,BZ=F,5m,0.0003706008408,255,30.56000849
2026-07-01,CC=F,5m,0.00154305987,104,62.35792549
2026-07-01,CL=F,5m,0.0003819300237,275,31.02359843
2026-07-01,COST,5m,0.0002135830379,77,23.19976844
2026-07-01,ETHUSDT,5m,0.0009782720002,287,49.65123806
2026-07-01,EURUSD=X,5m,1.321327732e-05,287,5.770395035
2026-07-01,GBPUSD=X,5m,1.307662517e-05,287,5.740478676
2026-07-01,GC=F,5m,0.0002848232149,275,26.79094066
2026-07-01,GOOGL,5m,0.0001799544861,77,21.29519441
2026-07-01,HG=F,5m,0.0002927123714,274,27.1594399
2026-07-01,JPM,5m,0.0001397959675,77,18.7692791
2026-07-01,KC=F,5m,0.007539363018,110,137.8375667
2026-07-01,KO,5m,9.383958494e-05,77,15.37776817
2026-07-01,MC.PA,5m,0.0001836653971,101,21.5136422
2026-07-01,META,5m,0.001113770198,77,52.97830592
2026-07-01,MSFT,5m,0.0002912826543,77,27.09303026
2026-07-01,NG=F,5m,0.0007923332251,273,44.68422235
2026-07-01,NVDA,5m,0.0001818200518,77,21.40529212
2026-07-01,NZDUSD=X,5m,1.822371083e-05,287,6.776706523
2026-07-01,PG,5m,7.108140732e-05,77,13.38376429
2026-07-01,SAN.PA,5m,0.0001625796652,101,20.24106609
2026-07-01,SAP.DE,5m,0.0002537446141,101,25.28708025
2026-07-01,SI=F,5m,0.001116104061,275,53.0337839
2026-07-01,SIE.DE,5m,0.0002194262968,101,23.51497965
2026-07-01,SOLUSDT,5m,0.001401995092,287,59.43927684
2026-07-01,TSLA,5m,0.0004579567427,77,33.97132602
2026-07-01,TTE.PA,5m,0.0001061955524,101,16.35887503
2026-07-01,UNH,5m,0.0001997679876,77,22.43691888
2026-07-01,USDCAD=X,5m,1.115554188e-05,287,5.302071816
2026-07-01,USDCHF=X,5m,2.564216893e-05,287,8.038548731
2026-07-01,USDJPY=X,5m,6.563579707e-06,287,4.066967035
2026-07-01,V,5m,0.0001575806445,77,19.92744902
2026-07-01,XOM,5m,0.000117706164,77,17.22264594
2026-07-01,XRPUSDT,5m,0.0006417955433,287,40.21597654
2026-07-01,ZW=F,5m,0.0003298317471,209,28.83012318
2026-07-01,^FCHI,5m,2.756572347e-05,101,8.334603958
2026-07-01,^GDAXI,5m,3.999348006e-05,101,10.03910204
2026-07-01,^GSPC,5m,1.772275136e-05,77,6.682913543
2026-07-01,^KS11,5m,0.0009005211603,71,47.63731021
2026-07-01,^N225,5m,0.0001745545258,67,20.97325452
2026-07-01,^NDX,5m,5.48339557e-05,77,11.75506565
2026-07-01,^STOXX50E,5m,3.816241496e-05,101,9.80659399
2026-07-02,005930.KS,5m,0.001344389589,71,58.20534138
2026-07-02,0700.HK,5m,0.0003808607634,66,30.9801408
2026-07-02,2330.TW,5m,0.0001608236249,52,20.13145635
2026-07-02,6758.T,5m,0.0002482908787,64,25.01385644
2026-07-02,7203.T,5m,9.136577666e-05,64,15.17371929
2026-07-02,9984.T,5m,0.001087779986,64,52.35652362
2026-07-02,9988.HK,5m,0.0003592347171,66,30.08772984
2026-07-02,AAPL,5m,0.0002817980062,77,26.64828279
2026-07-02,AIR.PA,5m,0.0001450394133,101,19.11803655
2026-07-02,AMZN,5m,0.0003447218715,77,29.47370211
2026-07-02,ASML.AS,5m,0.0009250221101,101,48.28100783
2026-07-02,AUDUSD=X,5m,5.097510224e-05,287,11.33389861
2026-07-02,BNBUSDT,5m,0.0004475989939,287,33.58495891
2026-07-02,BNP.PA,5m,7.081887221e-05,101,13.35902534
2026-07-02,BTCUSDT,5m,0.0005167341947,287,36.08559506
2026-07-02,BZ=F,5m,0.0002950257467,254,27.26655244
2026-07-02,CC=F,5m,0.001723495651,104,65.90302756
2026-07-02,CL=F,5m,0.0003210455499,275,28.4435368
2026-07-02,COST,5m,0.000185979419,77,21.64874444
2026-07-02,ETHUSDT,5m,0.001015087501,287,50.57687715
2026-07-02,EURUSD=X,5m,2.911626335e-05,287,8.565803152
2026-07-02,GBPUSD=X,5m,3.253328851e-05,287,9.054495405
2026-07-02,GC=F,5m,0.0004546567395,275,33.84870727
2026-07-02,GOOGL,5m,0.0002542530348,77,25.31240107
2026-07-02,HG=F,5m,0.0002647134441,270,25.82785084
2026-07-02,JPM,5m,0.0001086164039,77,16.54428415
2026-07-02,KC=F,5m,0.006654789519,110,129.4993034
2026-07-02,KO,5m,0.0002001541555,77,22.45859461
2026-07-02,MC.PA,5m,0.0003296229031,101,28.82099436
2026-07-02,META,5m,0.0002652562981,77,25.85432017
2026-07-02,MSFT,5m,0.0002847914773,77,26.78944797
2026-07-02,NG=F,5m,0.0004306983459,275,32.94479976
2026-07-02,NVDA,5m,0.0003518758168,77,29.77796263
2026-07-02,NZDUSD=X,5m,5.682203862e-05,287,11.96626664
2026-07-02,PG,5m,0.0002170595882,77,23.38782081
2026-07-02,SAN.PA,5m,0.0001971066654,101,22.28696473
2026-07-02,SAP.DE,5m,0.0007104740474,101,42.31305472
2026-07-02,SI=F,5m,0.001672393057,275,64.91864526
2026-07-02,SIE.DE,5m,0.0002422249261,101,24.7064124
2026-07-02,SOLUSDT,5m,0.001278849469,287,56.76883531
2026-07-02,TSLA,5m,0.001145067053,77,53.71749225
2026-07-02,TTE.PA,5m,0.0001072731693,101,16.44166617
2026-07-02,UNH,5m,0.0001469439256,77,19.24314664
2026-07-02,USDCAD=X,5m,2.175837909e-05,287,7.40480353
2026-07-02,USDCHF=X,5m,4.844872059e-05,287,11.04946948
